ID,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
2730,Apr,2,Saturday,Honda,Rural,Monday,Apr,2,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,2731,6,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,1 year,2 vehicles,1994,Collision
9686,Jul,2,Friday,Toyota,Urban,Monday,Jul,2,Male,Married,75,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9687,5,400,1,more than 30,more than 30,1,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
12891,Nov,5,Monday,Pontiac,Urban,Monday,Nov,5,Male,Single,19,Third Party,Sedan - All Perils,Sedan,less than 20000,0,12892,13,400,1,more than 30,more than 30,2 to 4,2 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
4319,Jul,4,Sunday,Toyota,Urban,Tuesday,Aug,1,Male,Married,37,Third Party,Sedan - Liability,Sport,30000 to 39000,0,4320,9,400,2,more than 30,more than 30,1,more than 7,36 to 40,No,No,Internal,more than 5,no change,1 vehicle,1994,Liability
5212,Jun,3,Monday,Pontiac,Urban,Wednesday,Jun,4,Female,Married,63,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,5213,12,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
12380,Mar,2,Sunday,VW,Urban,Monday,Mar,2,Male,Single,74,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,12381,14,400,1,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
1444,Oct,1,Thursday,Chevrolet,Rural,Monday,Oct,3,Female,Married,47,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1445,14,400,2,more than 30,more than 30,1,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
11052,Sep,4,Tuesday,Mazda,Urban,Tuesday,Sep,4,Male,Married,58,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11053,14,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Collision
8323,Jul,2,Wednesday,Pontiac,Urban,Monday,Aug,2,Male,Single,34,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,8324,7,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,3 to 4,1995,All Perils
14568,Mar,4,Monday,VW,Urban,Thursday,Mar,5,Male,Married,64,Policy Holder,Sedan - Liability,Sport,60000 to 69000,0,14569,16,400,1,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
5543,Feb,2,Sunday,Chevrolet,Urban,Monday,Feb,3,Male,Single,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5544,6,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
6745,Oct,1,Saturday,Pontiac,Urban,Wednesday,Oct,1,Male,Married,41,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6746,16,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
12086,Feb,2,Tuesday,Pontiac,Urban,Wednesday,Feb,2,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12087,15,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision
6094,Mar,3,Thursday,Pontiac,Urban,Monday,Apr,1,Male,Married,53,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6095,10,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
5144,Jul,1,Saturday,Pontiac,Urban,Tuesday,Jul,1,Male,Married,62,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5145,16,400,2,more than 30,more than 30,1,7 years,51 to 65,Yes,No,External,more than 5,no change,1 vehicle,1994,Collision
1155,Sep,4,Tuesday,Chevrolet,Urban,Thursday,Oct,1,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1156,5,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1994,Collision
3550,Oct,4,Saturday,VW,Urban,Monday,Oct,4,Female,Widow,43,Policy Holder,Sedan - Collision,Sedan,60000 to 69000,0,3551,4,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,Internal,none,no change,1 vehicle,1994,Collision
10293,Jan,1,Wednesday,Honda,Urban,Monday,Jan,2,Male,Single,33,Policy Holder,Sedan - Liability,Sport,more than 69000,0,10294,7,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
12828,Jun,1,Wednesday,Pontiac,Urban,Thursday,Jun,1,Male,Married,79,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12829,2,400,2,more than 30,more than 30,1,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision
14843,May,5,Tuesday,Mazda,Urban,Tuesday,Jun,2,Male,Married,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,14844,9,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
14771,Dec,2,Thursday,Mazda,Urban,Monday,Dec,3,Female,Single,25,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,14772,3,400,4,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,Collision
14798,Jun,2,Monday,Ford,Urban,Tuesday,Jun,3,Male,Married,71,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,14799,7,400,4,more than 30,more than 30,2 to 4,7 years,over 65,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
5665,Feb,1,Wednesday,Pontiac,Urban,Thursday,Feb,1,Male,Single,33,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,5666,3,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
1476,May,3,Sunday,Toyota,Urban,Thursday,May,4,Male,Married,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1477,2,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,3 to 4,1994,Liability
11256,Mar,2,Friday,Honda,Urban,Tuesday,Mar,4,Female,Single,44,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11257,14,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision
6018,Apr,4,Thursday,Mazda,Rural,Friday,May,1,Male,Married,66,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6019,15,500,2,more than 30,more than 30,1,more than 7,over 65,Yes,No,External,none,no change,1 vehicle,1994,Collision
653,Oct,5,Monday,Saturn,Rural,Wednesday,Nov,1,Male,Married,43,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,654,6,400,2,15 to 30,15 to 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
10575,Oct,2,Wednesday,Toyota,Urban,Tuesday,Oct,3,Female,Married,33,Third Party,Sedan - Liability,Sport,20000 to 29000,0,10576,14,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
11154,Mar,5,Monday,VW,Urban,Tuesday,May,1,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,11155,7,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
3040,Sep,2,Friday,Mazda,Urban,Friday,Sep,2,Female,Single,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3041,12,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
14866,Jul,5,Monday,Pontiac,Urban,Tuesday,Aug,2,Male,Married,26,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,14867,8,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils
9909,May,2,Wednesday,Mazda,Urban,Wednesday,May,3,Male,Married,73,Third Party,Sedan - Liability,Sport,20000 to 29000,0,9910,3,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability
3730,Apr,1,Wednesday,Pontiac,Urban,Wednesday,Apr,2,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,3731,3,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
5162,May,5,Sunday,Toyota,Urban,Wednesday,Jun,5,Male,Single,38,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,5163,11,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
15224,Oct,2,Saturday,Toyota,Urban,Wednesday,Oct,3,Male,Single,35,Policy Holder,Sedan - Liability,Sport,more than 69000,0,15225,2,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
8268,Jul,3,Tuesday,Honda,Urban,Wednesday,Jul,3,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8269,15,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
9084,Apr,1,Monday,Honda,Urban,Friday,Apr,3,Female,Single,31,Third Party,Sport - Collision,Sport,more than 69000,0,9085,14,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
7851,Sep,3,Sunday,Chevrolet,Urban,Thursday,Oct,1,Male,Single,39,Policy Holder,Utility - All Perils,Utility,more than 69000,0,7852,13,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
3728,Aug,1,Friday,Pontiac,Urban,Tuesday,Aug,3,Male,Married,42,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,3729,1,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
7052,Oct,2,Sunday,Chevrolet,Urban,Monday,Oct,2,Male,Single,49,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,7053,3,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,3 to 4,1995,All Perils
628,Nov,1,Sunday,Pontiac,Urban,Friday,Nov,2,Male,Married,55,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,629,13,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
6119,Nov,1,Wednesday,Honda,Rural,Monday,Dec,1,Male,Single,26,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6120,4,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,Internal,none,no change,1 vehicle,1994,Liability
6403,Jul,4,Friday,Chevrolet,Urban,Monday,Jul,4,Male,Married,53,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6404,11,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability
4958,Jan,3,Monday,Mazda,Urban,Friday,Jan,3,Female,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4959,12,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
8968,Apr,2,Tuesday,Pontiac,Rural,Tuesday,Apr,3,Female,Single,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8969,6,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
11394,Apr,2,Thursday,Chevrolet,Urban,Tuesday,Apr,3,Male,Single,18,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,11395,16,400,1,more than 30,more than 30,none,3 years,21 to 25,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
6405,Aug,1,Saturday,Chevrolet,Urban,Thursday,Aug,3,Male,Married,58,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,6406,11,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,4 to 8 years,2 vehicles,1995,Liability
9059,Apr,3,Wednesday,Toyota,Rural,Sunday,May,1,Male,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9060,4,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
3656,Dec,5,Friday,Accura,Urban,Monday,Jan,2,Male,Married,36,Policy Holder,Utility - All Perils,Utility,more than 69000,0,3657,10,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
2912,Apr,2,Wednesday,Pontiac,Urban,Wednesday,Apr,3,Female,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2913,10,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,1 year,1 vehicle,1994,Collision
8001,May,3,Thursday,Mazda,Rural,Thursday,May,3,Male,Married,36,Third Party,Sedan - Liability,Sport,more than 69000,0,8002,4,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,1995,Liability
3624,Feb,3,Sunday,Chevrolet,Urban,Wednesday,Feb,4,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,3625,14,400,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
2094,Aug,2,Monday,Mazda,Urban,Monday,Aug,3,Male,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2095,11,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
4185,Apr,2,Monday,Pontiac,Urban,Monday,Apr,3,Male,Married,65,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,4186,6,700,3,more than 30,more than 30,1,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
7359,Oct,3,Thursday,Chevrolet,Urban,Tuesday,Oct,4,Male,Single,28,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,7360,6,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
4477,Aug,2,Wednesday,Pontiac,Urban,Wednesday,Aug,3,Female,Single,40,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4478,13,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
6232,Oct,3,Friday,Chevrolet,Urban,Friday,Oct,3,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6233,14,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,3 to 4,1995,Collision
4485,Nov,5,Thursday,Honda,Urban,Thursday,Dec,2,Male,Married,40,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4486,7,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
4518,Feb,2,Thursday,Chevrolet,Rural,Monday,Feb,3,Male,Single,35,Third Party,Sedan - All Perils,Sedan,more than 69000,0,4519,14,400,2,more than 30,more than 30,2 to 4,3 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
13511,Oct,2,Thursday,Pontiac,Urban,Friday,Oct,2,Male,Single,25,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13512,8,400,3,more than 30,more than 30,none,4 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Liability
14086,Dec,1,Thursday,Chevrolet,Rural,Monday,Dec,2,Male,Married,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,14087,14,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability
5262,Mar,2,Friday,Mazda,Urban,Tuesday,Mar,4,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,5263,1,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
3024,Aug,3,Friday,Chevrolet,Urban,Monday,Sep,1,Male,Married,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3025,8,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,4 to 8 years,2 vehicles,1994,Liability
438,Apr,2,Tuesday,Honda,Urban,Wednesday,Apr,2,Male,Married,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,439,1,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
7151,Jul,4,Tuesday,Honda,Rural,Wednesday,Aug,1,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,7152,5,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
2902,Oct,2,Friday,Pontiac,Urban,Monday,Oct,3,Male,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2903,2,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
4763,Jul,4,Monday,Pontiac,Rural,Tuesday,Jul,4,Male,Married,46,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,4764,1,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
3635,Feb,1,Sunday,Mercury,Urban,Thursday,Feb,3,Male,Single,34,Policy Holder,Sedan - Liability,Sport,more than 69000,0,3636,12,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
459,Mar,4,Sunday,Mazda,Urban,Tuesday,Mar,5,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,460,15,500,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,2 to 3 years,1 vehicle,1994,Collision
4907,Oct,4,Monday,Toyota,Urban,Monday,Oct,4,Male,Single,22,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4908,15,400,1,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Liability
8454,Oct,2,Wednesday,Mazda,Urban,Friday,Oct,3,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,8455,4,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
5483,Aug,1,Wednesday,Chevrolet,Urban,Thursday,Aug,1,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,more than 69000,1,5484,11,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
6570,Sep,3,Sunday,Saab,Urban,Thursday,Sep,4,Male,Married,34,Policy Holder,Sedan - Liability,Sport,more than 69000,0,6571,8,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
14364,Aug,2,Friday,Ford,Urban,Thursday,Aug,3,Male,Married,49,Policy Holder,Utility - All Perils,Utility,more than 69000,0,14365,6,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1996,All Perils
824,Nov,3,Sunday,Ford,Urban,Tuesday,Nov,4,Male,Married,48,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,825,5,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
8611,Apr,4,Thursday,Toyota,Urban,Thursday,Apr,4,Male,Married,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8612,9,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
866,Nov,2,Wednesday,Pontiac,Urban,Wednesday,Nov,3,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,867,13,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
6751,Sep,5,Wednesday,Toyota,Urban,Monday,Oct,3,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,more than 69000,1,6752,1,400,3,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
13348,Oct,4,Sunday,Honda,Urban,Tuesday,Oct,4,Male,Married,38,Policy Holder,Sport - Collision,Sport,more than 69000,0,13349,9,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
7358,Mar,4,Tuesday,Chevrolet,Urban,Tuesday,Mar,4,Male,Widow,59,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7359,6,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
3738,Aug,4,Tuesday,Mazda,Rural,Thursday,Sep,2,Male,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3739,9,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,4 to 8 years,2 vehicles,1994,Liability
1871,Apr,2,Monday,Pontiac,Urban,Monday,Apr,2,Male,Married,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1872,15,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
13646,May,3,Friday,Toyota,Urban,Wednesday,Nov,1,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13647,7,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils
3790,Jun,1,Thursday,Chevrolet,Rural,Thursday,Jun,1,Male,Single,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3791,5,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
7289,Apr,2,Sunday,Mazda,Urban,Tuesday,Apr,2,Male,Married,40,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7290,12,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
1927,Jan,5,Friday,Ford,Urban,Friday,Mar,2,Male,Married,40,Third Party,Sedan - Collision,Sedan,40000 to 59000,0,1928,3,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,3 to 4,1994,Collision
